project_number,subproject_number,subproject,report_path,last_modified
1502000,0670,1502000.0670,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0670\IssuedDocuments\Respnses to the queries\T+T_2022-IAG-C0781600_Report.docx,2024-03-10
1502000,0671,1502000.0671,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0671\IssuedDocuments\Final\T+T_2022-IAG-C4156008_Report.docx,2023-01-22
1502000,0672,1502000.0672,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0672\IssuedDocuments\Final Report\T+T_C0780960_IAG_ Report.docx,2022-10-16
1502000,0674,1502000.0674,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0674\IssuedDocuments\Extra Request\T+T_2022-IAG-C4158628 Final Report Rev 1.docx,2024-06-14
1502000,0675,1502000.0675,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0675\IssuedDocuments\Final report\T+T-2022-IAG-C4151111 EQ-Final report.docx,2022-11-07
1502000,0677,1502000.0677,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0677\IssuedDocuments\Final Report\T+T_2022_IAG_C4157225_Report.docx,2022-11-22
1502000,0679,1502000.0679,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0679\IssuedDocuments\Final report\T+T-2022-IAG-C4158422-Final report.docx,2023-03-05
1502000,0681,1502000.0681,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0681\IssuedDocuments\Final Report\T+T_2022_IAG_8055821 EQ_Report V1.docx,2023-03-19
1502000,0682,1502000.0682,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0682\IssuedDocuments\Final Report\T+T_2022_IAG-C0779663_Report.docx,2022-10-17
1502000,0683,1502000.0683,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0683\IssuedDocuments\T+T_2022-IAG-C0780234_Report_Rev 1.docx,2022-12-22
1502000,0684,1502000.0684,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0684\IssuedDocuments\Final Report\T+T_2022_IAG-C0778017_Report.docx,2022-11-07
1502000,0685,1502000.0685,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0685\IssuedDocuments\Final\T+T_2022-IAG-80064724-Report.docx,2022-10-18
1502000,0686,1502000.0686,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0686\IssuedDocuments\Extra Request October 2023\Final report V4\T+T-2022-IAG-C0779718 EQ-Final report V4.docx,2023-10-24
1502000,0687,1502000.0687,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0687\IssuedDocuments\Final report\T+T-2022-IAG-C4154667-Final report.docx,2022-11-09
1502000,0688,1502000.0688,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0688\IssuedDocuments\Final\T+T_2022_IAG-C0780397_Report.docx,2023-02-01
1502000,0689,1502000.0689,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0689\IssuedDocuments\Final Report\T+T_2022-IAG-C4168176_Final Report.docx,2022-10-13
1502000,0690,1502000.0690,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0690\IssuedDocuments\Final Report\T+T_2022-IAG-C4167768_Final Report.docx,2022-11-09
1502000,0692,1502000.0692,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0692\IssuedDocuments\Final report\T+T-2022-IAG-8055155-Final report.docx,2023-01-24
1502000,0693,1502000.0693,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0693\IssuedDocuments\Final Report\T+T_2022_IAG-C0780244_Report.docx,2022-11-17
1502000,0694,1502000.0694,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0694\IssuedDocuments\Final report\T+T-2022-IAG-C0782604-Final report.docx,2023-05-16
1502000,0695,1502000.0695,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0695\IssuedDocuments\Final report\T+T-2022-IAG-C0781692-Final report.docx,2022-12-06
1502000,0696,1502000.0696,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0696\IssuedDocuments\T+T_2022_IAG_C0781672-Final Report.docx,2022-12-21
1502000,0697,1502000.0697,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0697\IssuedDocuments\T+T-2022-IAG-C4155983_Report.docx,2022-12-21
1502000,0698,1502000.0698,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0698\IssuedDocuments\Final Report V6\T+T_2022_IAG-C4154609_Report V6.docx,2024-09-17
1502000,0699,1502000.0699,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0699\IssuedDocuments\Final report\T+T-2022-IAG-C4152353-Final report.docx,2022-12-12
1502000,0700,1502000.0700,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0700\IssuedDocuments\Final report\T+T-2022-IAG-C4156111-Final report.docx,2022-11-15
1502000,0701,1502000.0701,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0701\IssuedDocuments\Shared Land Report\Final report\T+T-2022-IAG-Shared land-Final report.docx,2023-06-08
1502000,0702,1502000.0702,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0702\IssuedDocuments\Final Report V2\T+T_2022-IAG-C0078264_Final Report V2.docx,2023-07-07
1502000,0703,1502000.0703,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0703\IssuedDocuments\Final report\T+T-2022-IAG-C0781887-Final Report.docx,2023-01-23
1502000,0705,1502000.0705,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0705\IssuedDocuments\Final Report\T+T_2022-IAG-C0786019_Report.docx,2022-12-21
1502000,0707,1502000.0707,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0707\IssuedDocuments\Final Report\T+T_2022-IAG-C0780307_Final Report.docx,2023-05-25
1502000,0708,1502000.0708,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0708\IssuedDocuments\Final Report Rev 1\T+T_2022-IAG-8055038_Final Report_Rev 1.docx,2022-12-18
1502000,0709,1502000.0709,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0709\IssuedDocuments\Seperate reports\Lot 2\Final Report\T+T_2023-AA-C4155452 EQL_Lot 2_Final Report.docx,2023-08-08
1502000,0710,1502000.0710,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0710\IssuedDocuments\Final report\T+T-2022-IAG-C0781993-Final report.docx,2023-02-24
1502000,0711,1502000.0711,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0711\IssuedDocuments\Final report\T+T-2022-IAG-C0781133-Final report V2.docx,2023-07-19
1502000,0712,1502000.0712,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0712\IssuedDocuments\Final Report\T+T_2022_IAG_C0780083_Report V1.docx,2022-11-24
1502000,0713,1502000.0713,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0713\IssuedDocuments\Final report\T+T-2022-IAG-C4150827-Final report.docx,2022-12-12
1502000,0714,1502000.0714,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0714\IssuedDocuments\Draft v2\T+T_2022-IAG-C0783661_Draft Report V2.docx,2023-02-09
1502000,0715,1502000.0715,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0715\IssuedDocuments\T+T_2022-IAG-C0782542_Report.docx,2023-03-21
1502000,0717,1502000.0717,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0717\IssuedDocuments\Final report\T+T-2022-IAG-C4135634-Final report V2.docx,2022-11-02
1502000,0719,1502000.0719,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0719\IssuedDocuments\Final report\T+T-2022-IAG-C4151540-Final report.docx,2022-11-08
1502000,0720,1502000.0720,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0720\IssuedDocuments\Final Report_V2\T+T_2022-IAG-C4161074_Final Report_V2.docx,2022-12-15
1502000,0723,1502000.0723,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0723\IssuedDocuments\Extra Request\T+T-2022-IAG-C0785088-Final report V4.docx,2023-06-13
1502000,0725,1502000.0725,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0725\IssuedDocuments\Final report\T+T-2022-IAG-C0779991-Final report.docx,2023-01-16
1502000,0726,1502000.0726,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0726\IssuedDocuments\T+T-2022-IAG-C0781282-Final report.docx,2022-11-06
1502000,0729,1502000.0729,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0729\IssuedDocuments\Final Rev 1\T+T_2022-IAG-C4161459_Report_Rev 1.docx,2022-12-08
1502000,0731,1502000.0731,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0731\IssuedDocuments\Report\T+T_2022-IAG-C0780069_Report.docx,2022-10-26
1502000,0734,1502000.0734,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0734\IssuedDocuments\Final report V2\T+T-2022-IAG-C4162837-Final report V2.docx,2022-11-22
1502000,0735,1502000.0735,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0735\IssuedDocuments\Final Report\T+T_2022-IAG-C4153656_Final Report.docx,2022-12-05
1502000,0736,1502000.0736,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0736\IssuedDocuments\Final Report\T+T_2022_IAG_C0780107_Report.docx,2023-01-23
1502000,0737,1502000.0737,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0737\IssuedDocuments\T+T_2022-IAG-C0782327_Final Report.docx,2023-05-08
1502000,0738,1502000.0738,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0738\IssuedDocuments\Final\T+T_2022_IAG_C4153511_Report.docx,2022-11-25
1502000,0740,1502000.0740,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0740\IssuedDocuments\Final Report V2\T+T_2022_IAG-C4148164_Final Report V2.docx,2023-07-20
1502000,0741,1502000.0741,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0741\IssuedDocuments\Extra Request April 2024\Final Report V2\T+T-2022-IAG-C4152881 EQL-Final Report_V2.docx,2024-07-09
1502000,0742,1502000.0742,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0742\IssuedDocuments\Final Report V2\T+T_2022_IAG-C4156219_Final Report V2.docx,2023-07-21
1502000,0743,1502000.0743,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0743\IssuedDocuments\Final Report Rev 4\T+T_2022-IAG-C0794233_Final Report REV4.docx,2025-11-20
1502000,0744,1502000.0744,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0744\IssuedDocuments\Final report\T+T-2022-IAG-C04150655-Final report.docx,2022-12-04
1502000,0745,1502000.0745,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0745\IssuedDocuments\Final Report\T+T_2022_IAG-8056343 EQL_Final Report.docx,2023-02-13
1502000,0746,1502000.0746,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0746\IssuedDocuments\Final Report\T+T_2022_IAG_C0781316_Report.docx,2022-10-19
1502000,0747,1502000.0747,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0747\IssuedDocuments\Final Report\T+T_2022_IAG_C4154317_Report.docx,2023-02-27
1502000,0748,1502000.0748,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0748\IssuedDocuments\Final Report V2\T+T_2022_IAG-C4154770_Final Report V2.docx,2022-11-30
1502000,0749,1502000.0749,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0749\IssuedDocuments\Final Report\T+T_2022_IAG-C4170707_Final Report.docx,2023-01-19
1502000,0750,1502000.0750,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0750\IssuedDocuments\Final\T+T_2022 - IAG - C4162584_Final Report.docx,2022-10-26
1502000,0751,1502000.0751,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0751\IssuedDocuments\T+T_2022-IAG-C0787970_Report.docx,2023-02-06
1502000,0752,1502000.0752,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0752\IssuedDocuments\T+T-2022-IAG-C0784208-Final Report V4.docx,2023-10-09
1502000,0753,1502000.0753,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0753\IssuedDocuments\Final report\T+T-2022-IAG-C0780170-Final report.docx,2023-02-08
1502000,0754,1502000.0754,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0754\IssuedDocuments\T+T_2022-IAG-C0785976_Report.docx,2022-11-29
1502000,0755,1502000.0755,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0755\IssuedDocuments\Final\T+T_2022-IAG-C4153419_Report.docx,2022-11-23
1502000,0759,1502000.0759,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0759\IssuedDocuments\Final report\T+T-2022-IAG-8060098-Final report V2.docx,2022-11-23
1502000,0760,1502000.0760,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0760\IssuedDocuments\6. Extra request January 2024\Final Report\T+T_2022_IAG-C0785212_Report_V4.docx,2024-03-25
1502000,0761,1502000.0761,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0761\IssuedDocuments\Final report\T+T-2022-IAG-C0783281-Final report.docx,2023-01-18
1502000,0762,1502000.0762,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0762\IssuedDocuments\Final Report_V2\T+T_2022-IAG-C0787951-Final Report V2.docx,2023-05-19
1502000,0763,1502000.0763,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0763\IssuedDocuments\Extra request July 2023\T+T-2022-IAG-C0784120-Final report V3.docx,2023-07-25
1502000,0766,1502000.0766,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0766\IssuedDocuments\Final Report\T+T-2023-IAG-C0780049-Final Report.docx,2023-06-07
1502000,0769,1502000.0769,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0769\IssuedDocuments\Final report\T+T-2022-IAG-C0776642-Final report.docx,2022-10-27
1502000,0770,1502000.0770,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0770\IssuedDocuments\Final Report\T+T_2022_IAG_C4159316_Report.docx,2022-11-29
1502000,0771,1502000.0771,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0771\IssuedDocuments\Final Report V7\T+T_2022-IAG-C0779384-Final Report V7.docx,2024-01-30
1502000,0772,1502000.0772,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0772\IssuedDocuments\T+T_2022_IAG_C0786094_Report.docx,2023-02-22
1502000,0773,1502000.0773,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0773\IssuedDocuments\Final report\T+T-2022-IAG-C0915817-Final report.docx,2023-05-18
1502000,0774,1502000.0774,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0774\IssuedDocuments\Final Report\T+T_2022-IAG-8058277_Final Report.docx,2022-10-25
1502000,0775,1502000.0775,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0775\IssuedDocuments\Final report\T+T-2022-IAG-C4157054-Final report.docx,2023-03-30
1502000,0776,1502000.0776,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0776\IssuedDocuments\T+T_2022-IAG-C0786736_Report.docx,2023-01-17
1502000,0777,1502000.0777,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0777\IssuedDocuments\Final Report\T+T_2022_IAG_C0783611_Report.docx,2022-12-20
1502000,0778,1502000.0778,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0778\IssuedDocuments\Final Report\T+T_2022_IAG_C0780374_Report.docx,2023-01-24
1502000,0779,1502000.0779,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0779\IssuedDocuments\Final report\T+T-2022-IAG-C0786124-Final Report.docx,2023-04-30
1502000,0780,1502000.0780,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0780\IssuedDocuments\Extra Request October 2023\T+T_2022-IAG-C4161055_Final Report.docx,2023-12-14
1502000,0781,1502000.0781,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0781\IssuedDocuments\T+T_2022-IAG-C0787676_Report.docx,2023-04-04
1502000,0782,1502000.0782,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0782\IssuedDocuments\Final Report\T+T_2022_IAG-C4154710_Report.docx,2023-01-24
1502000,0783,1502000.0783,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0783\IssuedDocuments\Final Report\T+T_2022_IAG-C4182200_Report_V2.docx,2023-02-28
1502000,0784,1502000.0784,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0784\IssuedDocuments\Final Report\T+T_2022-IAG-C4171172_Final Report.docx,2023-05-01
1502000,0786,1502000.0786,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0786\IssuedDocuments\Final\T+T_2022-IAG-C4152915_Report.docx,2023-01-23
1502000,0787,1502000.0787,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0787\IssuedDocuments\Final report\T+T-2022-IAG-C4170427-Final report.docx,2022-11-16
1502000,0790,1502000.0790,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0790\IssuedDocuments\Final report\T+T-2022-IAG-C0775195-Final report.docx,2022-11-13
1502000,0791,1502000.0791,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0791\IssuedDocuments\Final report\T+T-2022-IAG-C4148120-Final report V2.docx,2023-01-09
1502000,0792,1502000.0792,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0792\IssuedDocuments\Final Report\T+T_2022_IAG_C0782836_Report.docx,2023-02-08
1502000,0793,1502000.0793,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0793\IssuedDocuments\Final report\T+T-2022-IAG-C0798439-Final report.docx,2023-04-19
1502000,0794,1502000.0794,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0794\IssuedDocuments\Final Report\T+T_C0780261_IAG_ Report V1.docx,2022-11-11
1502000,0795,1502000.0795,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0795\IssuedDocuments\Final report\T+T-2022-FMG-C0783665-Final report.docx,2023-04-11
1502000,0796,1502000.0796,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0796\IssuedDocuments\Final report\T+T-2022-FMG-8057038-Final report.docx,2023-04-11
1502000,0797,1502000.0797,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0797\IssuedDocuments\Final report\T+T-2022-FMG-C4158780-Final report.docx,2023-04-11
1502000,0798,1502000.0798,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0798\IssuedDocuments\Final report\T+T-2022-FMG-C4160247-Final report.docx,2023-04-11
1502000,0799,1502000.0799,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0799\IssuedDocuments\Final report\T+T-2022-FMG-C0783575-Final report.docx,2023-04-13
1502000,0800,1502000.0800,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0800\IssuedDocuments\Final Report\T+T-2023-IAG-C4165099-Final Report.docx,2023-02-07
1502000,0801,1502000.0801,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0801\IssuedDocuments\Final Report\T+T_2022_IAG_C4158488_Final Report.docx,2023-01-18
1502000,0802,1502000.0802,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0802\IssuedDocuments\T+T-2022-IAG-C4141482-Final report.docx,2022-11-13
1502000,0803,1502000.0803,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0803\IssuedDocuments\T+T_2022-IAG-C4160543_Report.docx,2022-12-06
1502000,0804,1502000.0804,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0804\IssuedDocuments\Final\T+T 2022_IAG_C4177155_Final Report Rev2.docx,2022-12-08
1502000,0805,1502000.0805,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0805\IssuedDocuments\Final Report V2\T+T_2023-IAG-C0788829_Final Report v2.docx,2025-07-27
1502000,0806,1502000.0806,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0806\IssuedDocuments\Final\T+T 2022_IAG_C4154579_Final report REV2.docx,2022-12-08
1502000,0808,1502000.0808,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0808\IssuedDocuments\Final Report\T+T-2022-IAG-8055120-Final Report.docx,2023-01-30
1502000,0812,1502000.0812,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0812\IssuedDocuments\Final\T+T_2022_IAG_C4173898_Final Report.docx,2022-12-22
1502000,0813,1502000.0813,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0813\IssuedDocuments\Final report\T+T-2022-IAG-C4143610-Final report.docx,2023-01-11
1502000,0815,1502000.0815,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0815\IssuedDocuments\Final Report\T+T_2022-IAG-C0779940_Final Report.docx,2023-05-09
1502000,0817,1502000.0817,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0817\IssuedDocuments\Final report\T+T-2022-IAG-C4155586-Final report.docx,2023-02-20
1502000,0818,1502000.0818,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0818\IssuedDocuments\T+T_2022-IAG-8057925_Report.docx,2023-03-21
1502000,0819,1502000.0819,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0819\IssuedDocuments\Final report\T+T-2022-IAG-C4158244-Final report.docx,2022-11-29
1502000,0821,1502000.0821,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0821\IssuedDocuments\Final report\T+T-2022-IAG-C0799703-Final report.docx,2022-11-29
1502000,0822,1502000.0822,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0822\IssuedDocuments\T+T_2022-IAG-8055106_Report.docx,2023-02-27
1502000,0823,1502000.0823,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0823\IssuedDocuments\Final Report\T+T_2022_IAG-C0784771_Final Report.docx,2023-01-23
1502000,0824,1502000.0824,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0824\IssuedDocuments\Revision 2\T+T-2022-IAG-C4167718_Report_Rev 2.docx,2023-01-22
1502000,0825,1502000.0825,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0825\IssuedDocuments\Final report\T+T-2022-IAG-8055533-Final report V3.docx,2022-12-22
1502000,0826,1502000.0826,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0826\IssuedDocuments\Final Report_V2\T+T_2022_IAG-C0799712_Final_Report_V2.docx,2022-10-30
1502000,0827,1502000.0827,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0827\IssuedDocuments\Final report\T+T-2022-IAG-C4178538-Final report V2.docx,2022-11-07
1502000,0828,1502000.0828,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0828\IssuedDocuments\Final report\T+T-2022-IAG-C4174814-Final report.docx,2023-01-22
1502000,0833,1502000.0833,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0833\IssuedDocuments\T+T_2022-IAG-C4158575_Report.docx,2023-02-28
1502000,0834,1502000.0834,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0834\IssuedDocuments\Final Report\T+T_2022-IAG_C4153895_Report.docx,2022-11-30
1502000,0835,1502000.0835,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0835\IssuedDocuments\Draft Revision 2\T+T_2023-IAG-C0781648_Final Report - Rev 2.docx,2023-07-21
1502000,0837,1502000.0837,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0837\IssuedDocuments\Final report\T+T-2022-IAG-C0785087-Final report.docx,2023-01-10
1502000,0838,1502000.0838,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0838\IssuedDocuments\Final Report\T+T_2022_IAG-C0781581_Final Report.docx,2023-06-25
1502000,0839,1502000.0839,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0839\IssuedDocuments\Extra request\Final report V4\T+T-2022-IAG-8055274-Final Report V4.docx,2024-05-22
1502000,0841,1502000.0841,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0841\IssuedDocuments\Final Report\T+T_2022_C4157641_IAG_Report.docx,2022-11-17
1502000,0842,1502000.0842,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0842\IssuedDocuments\Draft Report\T+T-2023-IAG-C0788199-Draft report.docx,2023-03-14
1502000,0845,1502000.0845,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0845\IssuedDocuments\Final Report\T+T_2022-IAG-C8055000.EQC LAND-Final Report.docx,2022-12-21
1502000,0846,1502000.0846,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0846\IssuedDocuments\Final report V2\T+T-2022-IAG-8059386-Final report V2.docx,2023-08-11
1502000,0847,1502000.0847,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0847\IssuedDocuments\T+T_2022-IAG-C4153462_Report.docx,2022-12-11
1502000,0848,1502000.0848,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0848\IssuedDocuments\Final\T+T_2022_IAG_8055074_Final Report.docx,2022-11-29
1502000,0849,1502000.0849,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0849\IssuedDocuments\Final\T+T-2022-IAG-C4153714_Report.docx,2022-11-23
1502000,0851,1502000.0851,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0851\IssuedDocuments\Final Supplementary Report\T+T_2022_IAG-C4187561_Final Supplementary Report.docx,2024-04-19
1502000,0852,1502000.0852,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0852\IssuedDocuments\T+T_2022-IAG-C4157622_Final Report_V2.docx,2023-06-01
1502000,0855,1502000.0855,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0855\IssuedDocuments\Final report\T+T-2022-IAG-C4208094-Final report Rev1.docx,2022-11-21
1502000,0856,1502000.0856,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0856\IssuedDocuments\T+T_2022-IAG-C0780953_Report.docx,2022-12-21
1502000,0859,1502000.0859,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0859\IssuedDocuments\Final report\T+T-2022-IAG-C4153483-Final report.docx,2022-11-09
1502000,0861,1502000.0861,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0861\IssuedDocuments\Final report\T+T-2022-IAG-C4155721-Final report.docx,2023-01-18
1502000,0864,1502000.0864,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0864\IssuedDocuments\Final report V2\T+T-2022-IAG-C0799753-Final report V2.docx,2022-11-22
1502000,0866,1502000.0866,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0866\IssuedDocuments\Final\T+T_2022-IAG-C4179084_Report.docx,2022-11-07
1502000,0867,1502000.0867,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0867\IssuedDocuments\T+T_2022-IAG-C0790738_Report_Rev 1.docx,2023-03-06
1502000,0870,1502000.0870,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0870\IssuedDocuments\Final\T+T-2022-IAG-C0783733_Report.docx,2022-11-22
1502000,0871,1502000.0871,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0871\IssuedDocuments\Final\T+T_2022-IAG-C4152730_Report.docx,2023-04-18
1502000,0872,1502000.0872,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0872\IssuedDocuments\Final\T+T_2022-IAG-C4155354_Report.docx,2022-11-14
1502000,0873,1502000.0873,\\ttgroup.local\corporate\Auckland\Projects\1502000\1502000.0873\IssuedDocuments\Final report\T+T-2022-IAG-C0790452-Final report.docx,2023-01-11
